Store,Location,Span,Rate,Time,Review,Application Name
Probiotic.ie,Ireland,7 days using the app,5,"January 24, 2020","Amazing Support, so quick so helpful.  5 Star App - Highly recommended - Great to deal with and we are delighted",Google Customer Reviews 1
Pyramid Boutique,United Kingdom,7 days using the app,5,"June 9, 2020",Great app! looks very smart on my website! Customer service was very helpful and always got a quick response!,Google Customer Reviews 1
Windmill Park Jewelers,United States,7 days using the app,5,"October 18, 2023",Excellent! Inexpensive and it installs quickly. The developer is extremely helpful and responds very quickly. Highly recommend.,Google Customer Reviews 1
BanyanTree Foods,United Kingdom,7 days using the app,5,"April 21, 2020","user friendly app , quick to setup and customer support is excellent - helped me onboard within minutes! Would definitely recommend the app. 3 days in and I already have received a few reviews!",Google Customer Reviews 1
Beverly Hills Flower Gallery,United States,7 days using the app,5,"January 25, 2021","Chandra Mohan Veera was very helpful with setting up the App and testing it as well to ensure that it worked perfectly!
Thank you!
Beverly Hills Flower Gallery",Google Customer Reviews 1
ET Bikes.co.uk,United Kingdom,6 days using the app,5,"January 3, 2023",It does what it says and our initial complex integration procedure was totally unnecessary as everything was processed by the Application. We also requested the support team to do a trial order as we managed to mess that up as well. All done in a very professional manner.,Google Customer Reviews 1
Ponchik Babies + Kids,Australia,5 days using the app,5,"September 6, 2023","Chandra set up my Google Reviews on my website and customised the look to suit te feel of the page.
I am so happy I went forward with this app.
Thank you Chandra",Google Customer Reviews 1
Gold Fern Honey,New Zealand,5 days using the app,5,"October 31, 2023",Fantastic after sales support. I highly recommend this app,Google Customer Reviews 1
Duo Nini,Singapore,5 days using the app,5,"July 27, 2023",Well thought out app with all the features I need. Had a problem adding the review widgets to my site but it was resolved within a day. Really appreciate that this is available for a one-time fee compared to other apps that charge monthly fees for less features. Highly recommended.,Google Customer Reviews 1
Twelve Silver Trees,United Kingdom,5 days using the app,5,"Edited March 28, 2021","This app seems promising in helping to get more google reviews. I have only just added this app to my site, so I don’t know how well customers will respond to it but I have high hopes. Installing the app was simple and when I did need assistance, Chandra was incredibly helpful & solved my problem quickly & efficiently.
I have to say, of all the apps I have download/purchased, this is the best customer support I have received. Many thanks from Twelvesilvertrees.com",Google Customer Reviews 1
jouwspeelkleed.nl,Netherlands,4 days using the app,5,"January 27, 2020","Great service and good communication! When I ask for help, they helped me inmiddately. They solved the problem in 10 minutes.",Google Customer Reviews 1
Tentonnepenguin,Australia,4 days using the app,5,"April 7, 2020",Great app and looking forward to using it. It has now been installed with great customer service and I am ready to go. Thanks,Google Customer Reviews 1
bemo,New Zealand,3 days using the app,5,"December 8, 2020",Simple but highly effective app - well worth it. The best part was the really clear and helpful support when I got myself confused :-). Thanks again - would recommend to others.,Google Customer Reviews 1
Bucher ProWash,United States,3 days using the app,5,"May 25, 2023","Quick and amazing customer support. Love this app and how easy it is to use, wildly better than most  apps offered on the shopify store. 10/10 recommend!",Google Customer Reviews 1
SEXYEONE,United States,3 days using the app,5,"December 28, 2020",Chandra Mohan was a pleasure to work with. The customer support was top notch as compared to other apps I have used. I treat my customers how I would like to be treated and Chandra also did just this. I needed help on the backend getting this set up. The response was quick and the set up done. Highly recommend both the app and Chandra Mohan. Great experience,Google Customer Reviews 1
Mr Collectable,Australia,3 days using the app,5,"May 7, 2023","Words can't express how excellent this app is!
Chandra went out of their way to help me set this app up.
I run a small business and google reviews are critical to helping any small business grow. I highly suggest buying this app without any hesitation as it is precisely what you will need to help grow your business and give your website positive exposure.
Once again Chandra, thank you for making this app accessible to small business owners such as myself, and thank you for your hard-working support on this app!",Google Customer Reviews 1
Eko Motion,Spain,3 days using the app,5,"February 12, 2021","I have only just installed the app, so far so good. It looks very promissing in attaining the transparency and trust that we are looking for. During the installation process Chandra was very helpful and attentive.",Google Customer Reviews 1
