Store,Location,Span,Rate,Time,Review,Application Name
Lingerie Ponto Com,Brazil,About 2 months using the app,5,"Edited December 7, 2017","SIMPLESMENTE DIVINO MUITO BOM APP CUMPRE OQUE PROMETE , MINHAS ESTRELAS NO GOOGLE COMEÇARAM A APARECER 3 DIAS APOS INICIAR O APP - SUPER RECOMENDADO EXELENTE APLICATIVO NOTA 10 PARABENS AOS DESENVOLVEDORES",Social Testimonial Slider
RockstarShoes,Mexico,About 2 months using the app,5,"December 9, 2020","Muy buena app, la recomiendo para sincronizar las opiniones de Facebook. Me resultó fácil de instalar y usar.",Social Testimonial Slider
Silk Sea,Australia,Over 3 years using the app,4,"December 10, 2019","Great App, doesn't always sync with new testimonials but otherwise good layout and easy to use......",Social Testimonial Slider
Cake N Bunch,India,About 2 months using the app,5,"June 6, 2020","I really like it, I will surely recommend it to other only thing is that how to implement it on a website should be more clear",Social Testimonial Slider
Moress Charms,Thailand,About 4 years using the app,2,"March 16, 2020","App is ok, but reviews not appearing in the review list, and it's not possible to manage them. Remove all manual reviews doesn't work as well.",Social Testimonial Slider
Fabulously Fit SA,South Africa,About 2 months using the app,5,"October 20, 2020","Great app! Does everything it says and works well. I am very happy with it. I would definitely recommended it,",Social Testimonial Slider
The Natural Skincare Queen,United States,Over 2 years using the app,4,"January 27, 2020","This app is simple to use. I like that I can add more credibility to the review by adding the reviewer's picture using just a url from their social media. There was a hiccup the day after I uploaded the app. I could not get back in to add another testimonial, but it was fixed a couple days later. I'd recommend this app!",Social Testimonial Slider
CopperZap,United States,About 1 month using the app,5,"July 25, 2021",This app works well. I can import reviews directly from my Facebook business page. I did have some trouble getting the settings to do what I wanted on mobile vs. desktop. I emailed Josh about it and he gave me instructions to fix the problem. As a non coder I still was unable to get it exactly right but he was willing to go into my store and fix the problem for me. It is now set exactly the way I wanted and I am very pleased with it. Thanks for a great app.,Social Testimonial Slider
Bettyhula,United Kingdom,About 1 month using the app,5,"February 21, 2023",Very happy with it. So easy to set up! The design element is good too which makes it fit your brand nicely,Social Testimonial Slider
Grathawai Homestead Preserves,Australia,About 1 month using the app,5,"January 18, 2021","Great app, easy to set up and navigate and most importantly looks fantastic. Would definite recommend :)",Social Testimonial Slider
Shrees  Fashion Australia,Australia,About 1 month using the app,5,"March 7, 2022",Works like a charm.. Just integrate and forget.. Although pulling reviews automatically would have been a lot more convenient. But the app is doing a lot more for no cost. Good work.,Social Testimonial Slider
Qi-Imagery,Germany,About 1 month using the app,5,"October 24, 2022","So far I'm using the free version of the app and it's really working smoothly!!
I like it very much! Question to the team: If I take the Pro version, will it then be possible to get the translation with Shopify's Translate App?? So far it's not coming in the Localization function.",Social Testimonial Slider
I Have a Bean,United States,About 1 month using the app,5,"January 13, 2022","This is precisely the Reviews app I was looking for. There were some initial technical hurdles to get past but Josh was right on it and got it resolved for us. The price is right and the service has been great. The first time through I had a terrible time getting Google reviews setup properly in this app. It was a technical challenge. I eventually got it, but now I see that Josh has upgraded functionality again. He's made it far easier for his app to snag reviews from Google and import them in. I love this sort of attention to the customer experience. Thank you Josh for a great tool and for your continued improvements to it.
Wish all developers were more like you!
Pete",Social Testimonial Slider
Mantequerías Bravo,Spain,30 days using the app,5,"August 28, 2020","It works great. Exactly what I was looking for. Easy to install an to configurate. 
Thanks for your work",Social Testimonial Slider
Royal Vapes,United Kingdom,23 days using the app,5,"July 13, 2020","Works as advertised! Easy to use, great to be able to use the good feedback we have on our social media page.",Social Testimonial Slider
Casuals Warehouse Clothing,United Kingdom,22 days using the app,5,"October 17, 2020","What a superb app this is, very easy to figure the admin for it and it looks superb on our website. Now looking into paying for more options.",Social Testimonial Slider
EcoLoom,Australia,Over 1 year using the app,4,"Edited July 23, 2020",Used this app to publish our facebook page reviews in the home page of our website. Cool app . Builds your social proof. Thanks to the creator for giving the basic plan for free . Very useful for startups like us.,Social Testimonial Slider
That Couch Place,South Africa,21 days using the app,5,"November 24, 2022","Great App, Does what it says. simple to use. ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc",Social Testimonial Slider
Butcher Baker Grocer,Australia,21 days using the app,5,"May 18, 2023","Love this app. Until I found it, I didn't think it was possible to aggregate all my online reviews into a good looking slider on my shopify homepage, but in a few clicks, Voila! Josh himself also provided some excellent support to help me scrape my Google reviews (which didn't want to be found because my store doesn't have a PlaceID). Now that's personalised service!",Social Testimonial Slider
TIARA CONCEPT STORE,Romania,About 1 year using the app,4,"November 27, 2022",I ve been using the app for almost an year but it has some bugs. The photos of the customers that left a review don't show up. I've tried to contact support but there is no chat or any method to contact them so i got frustrated and deleted the app. Sorry,Social Testimonial Slider
PHS Proud,United States,16 days using the app,5,"November 23, 2020",Does exactly what I wanted. The free version provides visually appealing social reviews for my products. Thanks!,Social Testimonial Slider
Juvalicious,Canada,About 1 year using the app,4,"Edited August 16, 2019","***Update***
I tried out a couple of things and it seems to work well now. Never disliked the app but just got frustrated because our clients were unable to choose their delivery time and date for a while due to app conflicts which reflects badly on us. After unistalling and re-installing multiple apps, I believe that the Social Testimonial Slider wasn't the issue.
Liked this at first but we mow realized that it's mot compatible with another app we are using because of a JQuery issue that interferes with the other app. So I looked for the customer support info and couldn't find much. Then I did find something but am yet to hear back from them.",Social Testimonial Slider
